text,phonetic,part_of_speech,definition_en,definition_vi,example_en,example_vi,level
injury,/ˈɪn.dʒər.i/,noun,physical harm done to someone,chấn thương,He recovered from his injury in two weeks.,Anh ấy hồi phục sau chấn thương trong hai tuần.,B1
intelligent,/ɪnˈtel.ɪ.dʒənt/,adjective,having a high ability to learn,thông minh,She is a very intelligent student.,Cô ấy là một học sinh rất thông minh.,B1
interested,/ˈɪn.trɪ.stɪd/,adjective,wanting to know more about something,quan tâm / hứng thú,I am interested in learning piano.,Tôi hứng thú với việc học piano.,B1
issue,/ˈɪʃ.uː/,noun,an important topic or problem,vấn đề / số báo,Environmental pollution is a serious issue.,Ô nhiễm môi trường là một vấn đề nghiêm trọng.,B1
local,/ˈləʊ.kəl/,adjective,relating to a particular area,địa phương,She shops at the local market.,Cô ấy mua sắm ở chợ địa phương.,B1
manage,/ˈmæn.ɪdʒ/,verb,to be in charge of something,quản lý,She manages a team of ten people.,Cô ấy quản lý một nhóm mười người.,B1
method,/ˈmeθ.əd/,noun,a particular way of doing something,phương pháp,This is an effective teaching method.,Đây là một phương pháp giảng dạy hiệu quả.,B1
nature,/ˈneɪ.tʃər/,noun,the physical world including plants and animals,thiên nhiên,She loves spending time in nature.,Cô ấy thích dành thời gian ở thiên nhiên.,B1
necessary,/ˈnes.ə.ser.i/,adjective,needed in order to achieve a result,cần thiết,Is it necessary to wear a uniform?,Mặc đồng phục có cần thiết không?,B1
notice,/ˈnəʊ.tɪs/,verb,to see or become aware of something,chú ý / nhận thấy,Did you notice his new haircut?,Bạn có nhận thấy kiểu tóc mới của anh ấy không?,B1
offer,/ˈɒf.ər/,verb,to present something for someone to accept,đề nghị / cung cấp,She offered to help me move.,Cô ấy đề nghị giúp tôi chuyển nhà.,B1
opinion,/əˈpɪn.jən/,noun,a personal view or belief,ý kiến,In my opinion this plan is great.,Theo tôi kế hoạch này rất tốt.,B1
opportunity,/ˌɒp.əˈtjuː.nɪ.ti/,noun,a time when something can be done,cơ hội,This job is a great opportunity.,Công việc này là một cơ hội tuyệt vời.,B1
organization,/ˌɔː.ɡən.aɪˈzeɪ.ʃən/,noun,a group of people working together,tổ chức,She works for an international organization.,Cô ấy làm việc cho một tổ chức quốc tế.,B1
partner,/ˈpɑː.tnər/,noun,a person who shares in an activity,đối tác / bạn đời,She and her partner opened a business.,Cô ấy và đối tác mở một doanh nghiệp.,B1
patient,/ˈpeɪ.ʃənt/,adjective,able to wait calmly,kiên nhẫn,A good teacher must be patient.,Một giáo viên tốt phải kiên nhẫn.,B1
perform,/pəˈfɔːm/,verb,to do an action or activity,thực hiện,She performed well in the interview.,Cô ấy thực hiện tốt trong buổi phỏng vấn.,B1
period,/ˈpɪər.i.əd/,noun,a length of time,thời kỳ / giai đoạn,The exam covers the period from 1900 to 1950.,Kỳ thi bao gồm giai đoạn từ 1900 đến 1950.,B1
policy,/ˈpɒl.ɪ.si/,noun,a plan or set of rules used by an organization,chính sách,The school has a strict mobile phone policy.,Trường có chính sách nghiêm ngặt về điện thoại di động.,B1
population,/ˌpɒp.jʊˈleɪ.ʃən/,noun,the number of people in a place,dân số,The population of Vietnam is about 98 million.,Dân số Việt Nam khoảng 98 triệu người.,B1
positive,/ˈpɒz.ɪ.tɪv/,adjective,hopeful and confident,tích cực,She has a positive attitude.,Cô ấy có thái độ tích cực.,B1
predict,/prɪˈdɪkt/,verb,to say what you think will happen,dự đoán,Scientists can predict the weather.,Các nhà khoa học có thể dự đoán thời tiết.,B1
prefer,/prɪˈfɜːr/,verb,to like one thing more than another,thích hơn,I prefer tea to coffee.,Tôi thích trà hơn cà phê.,B1
prepare,/prɪˈpeər/,verb,to make something ready for use,chuẩn bị,She prepared food for the party.,Cô ấy chuẩn bị thức ăn cho bữa tiệc.,B1
present,/ˈprez.ənt/,verb,to show or give something to an audience,trình bày,He presented his project to the class.,Anh ấy trình bày dự án của mình trước lớp.,B1
prevent,/prɪˈvent/,verb,to stop something from happening,ngăn chặn,Exercise can prevent many diseases.,Tập thể dục có thể ngăn ngừa nhiều bệnh.,B1
process,/ˈprəʊ.ses/,noun,a series of actions to achieve a result,quy trình,Learning a language is a long process.,Học một ngôn ngữ là một quá trình dài.,B1
professional,/prəˈfeʃ.ən.əl/,adjective,relating to a job needing special training,chuyên nghiệp,She behaves in a very professional way.,Cô ấy hành xử theo cách rất chuyên nghiệp.,B1
progress,/ˈprəʊ.ɡres/,noun,development toward a better state,tiến bộ,She has made great progress in English.,Cô ấy đã có nhiều tiến bộ trong tiếng Anh.,B1
project,/ˈprɒdʒ.ekt/,noun,a planned piece of work,dự án,We are working on a group project.,Chúng tôi đang thực hiện một dự án nhóm.,B1
provide,/prəˈvaɪd/,verb,to give something needed,cung cấp,The school provides free meals.,Trường cung cấp bữa ăn miễn phí.,B1
purpose,/ˈpɜː.pəs/,noun,the reason you do something,mục đích,The purpose of the exercise is to build strength.,Mục đích của bài tập là xây dựng sức mạnh.,B1
quality,/ˈkwɒl.ɪ.ti/,noun,how good or bad something is,chất lượng,The quality of this product is excellent.,Chất lượng của sản phẩm này xuất sắc.,B1
receive,/rɪˈsiːv/,verb,to get something given to you,nhận,She received a letter from her friend.,Cô ấy nhận được thư từ bạn mình.,B1
recently,/ˈriː.sənt.li/,adverb,not long ago,gần đây,She recently moved to a new city.,Cô ấy mới chuyển đến một thành phố mới gần đây.,B1
reduce,/rɪˈdjuːs/,verb,to make something smaller or less,giảm,We should reduce the use of plastic.,Chúng ta nên giảm sử dụng nhựa.,B1
relationship,/rɪˈleɪ.ʃən.ʃɪp/,noun,a connection between people,mối quan hệ,She has a good relationship with her colleagues.,Cô ấy có mối quan hệ tốt với đồng nghiệp.,B1
require,/rɪˈkwaɪər/,verb,to need something,yêu cầu / cần,This job requires good communication skills.,Công việc này yêu cầu kỹ năng giao tiếp tốt.,B1
research,/rɪˈsɜːtʃ/,noun,careful study to find facts,nghiên cứu,She is doing research on climate change.,Cô ấy đang nghiên cứu về biến đổi khí hậu.,B1
resource,/rɪˈzɔːs/,noun,something useful for achieving a purpose,tài nguyên,The internet is a useful resource for learning.,Internet là một tài nguyên hữu ích để học tập.,B1
respect,/rɪˈspekt/,noun,a feeling of admiration for someone,sự tôn trọng,We must respect each other's differences.,Chúng ta phải tôn trọng sự khác biệt của nhau.,B1
responsibility,/rɪˌspɒn.sɪˈbɪl.ɪ.ti/,noun,the duty to deal with something,trách nhiệm,Taking responsibility is a sign of maturity.,Biết nhận trách nhiệm là dấu hiệu của sự trưởng thành.,B1
result,/rɪˈzʌlt/,noun,the consequence of an action,kết quả,The result of the test surprised everyone.,Kết quả bài kiểm tra làm mọi người ngạc nhiên.,B1
review,/rɪˈvjuː/,verb,to look at something again carefully,ôn lại / xem lại,Review your notes before the exam.,Ôn lại ghi chú trước kỳ thi.,B1
serious,/ˈsɪər.i.əs/,adjective,not joking or playful,nghiêm túc,She takes her studies seriously.,Cô ấy học hành rất nghiêm túc.,B1
similar,/ˈsɪm.ɪ.lər/,adjective,almost the same but not exactly,tương tự,These two words have similar meanings.,Hai từ này có nghĩa tương tự nhau.,B1
situation,/ˌsɪtʃ.uˈeɪ.ʃən/,noun,a set of circumstances at a particular time,tình huống,She handled the difficult situation well.,Cô ấy xử lý tình huống khó khăn rất tốt.,B1
skill,/skɪl/,noun,the ability to do something well,kỹ năng,Communication skills are very important.,Kỹ năng giao tiếp rất quan trọng.,B1
society,/səˈsaɪ.ɪ.ti/,noun,a community of people living together,xã hội,Education is important for society.,Giáo dục rất quan trọng đối với xã hội.,B1
solve,/sɒlv/,verb,to find an answer to a problem,giải quyết,She solved the math problem quickly.,Cô ấy giải quyết bài toán nhanh chóng.,B1
source,/sɔːs/,noun,the place something comes from,nguồn gốc / nguồn,The sun is the main source of energy.,Mặt trời là nguồn năng lượng chính.,B1
specific,/spəˈsɪf.ɪk/,adjective,relating to one particular thing,cụ thể,Give me a specific example.,Cho tôi một ví dụ cụ thể.,B1
standard,/ˈstæn.dəd/,noun,a level of quality that is normal,tiêu chuẩn,The school has high academic standards.,Trường có tiêu chuẩn học thuật cao.,B1
suggest,/səˈdʒest/,verb,to put forward an idea for consideration,đề xuất,She suggested going to the cinema.,Cô ấy đề xuất đi xem phim.,B1
support,/səˈpɔːt/,verb,to help someone by encouraging them,hỗ trợ,He supports his family financially.,Anh ấy hỗ trợ tài chính cho gia đình.,B1
surprised,/səˈpraɪzd/,adjective,feeling wonder at something unexpected,ngạc nhiên,She was surprised by the gift.,Cô ấy ngạc nhiên vì món quà.,B1
technology,/tekˈnɒl.ə.dʒi/,noun,the application of scientific knowledge,công nghệ,Technology changes our daily lives.,Công nghệ thay đổi cuộc sống hàng ngày của chúng ta.,B1
therefore,/ˈðeə.fɔːr/,adverb,for that reason,vì vậy,She studied hard therefore she passed.,Cô ấy học chăm chỉ vì vậy cô ấy đã vượt qua.,B1
throughout,/θruːˈaʊt/,preposition,in every part of something,suốt / khắp,They traveled throughout Vietnam.,Họ đi du lịch khắp Việt Nam.,B1
traditional,/trəˈdɪʃ.ən.əl/,adjective,following customs from the past,truyền thống,She cooks traditional Vietnamese food.,Cô ấy nấu ăn truyền thống Việt Nam.,B1
typical,/ˈtɪp.ɪ.kəl/,adjective,having the usual qualities of its kind,điển hình,This is a typical Vietnamese dish.,Đây là một món ăn điển hình của Việt Nam.,B1
unique,/juːˈniːk/,adjective,unlike anything else,độc đáo,Each person has a unique personality.,Mỗi người có tính cách độc đáo riêng.,B1
unless,/ənˈles/,conjunction,except if,trừ khi,Unless you practice you will not improve.,Trừ khi bạn luyện tập bạn sẽ không tiến bộ.,B1
variety,/vəˈraɪ.ɪ.ti/,noun,a number of different things,sự đa dạng,There is a variety of food at the market.,Có rất nhiều loại thực phẩm ở chợ.,B1
whole,/həʊl/,adjective,complete including all parts,toàn bộ,She read the whole book in one day.,Cô ấy đọc toàn bộ cuốn sách trong một ngày.,B1
achieve,/əˈtʃiːv/,verb,to reach a goal through effort,đạt thành công,He worked hard to achieve his dreams.,Anh ấy làm việc chăm chỉ để đạt được ước mơ.,B1
adjust,/əˈdʒʌst/,verb,to change something slightly to make it fit,điều chỉnh,You need to adjust your study schedule.,Bạn cần điều chỉnh lịch học của mình.,B1
analyze,/ˈæn.ə.laɪz/,verb,to examine something in detail,phân tích,She analyzed the data carefully.,Cô ấy phân tích dữ liệu một cách cẩn thận.,B1
appropriate,/əˈprəʊ.pri.ɪt/,adjective,suitable for a particular situation,phù hợp,Wear appropriate clothing for the weather.,Mặc quần áo phù hợp với thời tiết.,B1
assist,/əˈsɪst/,verb,to help someone do something,hỗ trợ / giúp đỡ,She assisted the new students.,Cô ấy hỗ trợ các học sinh mới.,B1
characteristic,/ˌkær.ɪk.təˈrɪs.tɪk/,noun,a feature that makes someone recognizable,đặc điểm,Curiosity is a key characteristic of a good learner.,Sự tò mò là đặc điểm quan trọng của người học tốt.,B1
communicate,/kəˈmjuː.nɪ.keɪt/,verb,to share information with someone,giao tiếp,She communicates well in English.,Cô ấy giao tiếp tốt bằng tiếng Anh.,B1
curious,/ˈkjʊər.i.əs/,adjective,wanting to know or learn about something,tò mò,Children are naturally curious.,Trẻ em vốn tự nhiên rất tò mò.,B1
detail,/ˈdiː.teɪl/,noun,a small piece of information,chi tiết,Pay attention to the details.,Hãy chú ý đến các chi tiết.,B1
effective,/ɪˈfek.tɪv/,adjective,producing the intended result,hiệu quả,This is an effective learning method.,Đây là phương pháp học hiệu quả.,B1
energy,/ˈen.ə.dʒi/,noun,the strength to do physical or mental work,năng lượng,Exercise gives you more energy.,Tập thể dục cho bạn thêm năng lượng.,B1
flexible,/ˈflek.sɪ.bəl/,adjective,able to change to suit new conditions,linh hoạt,She has a flexible work schedule.,Cô ấy có lịch làm việc linh hoạt.,B1
global,/ˈɡləʊ.bəl/,adjective,relating to the whole world,toàn cầu,Climate change is a global problem.,Biến đổi khí hậu là vấn đề toàn cầu.,B1
independence,/ˌɪn.dɪˈpen.dəns/,noun,freedom from control by others,sự độc lập,She values her independence.,Cô ấy coi trọng sự độc lập của mình.,B1
knowledge,/ˈnɒl.ɪdʒ/,noun,information and understanding of a subject,kiến thức,Reading increases your knowledge.,Đọc sách giúp tăng kiến thức của bạn.,B1
majority,/məˈdʒɒr.ɪ.ti/,noun,more than half of a group,đa số,The majority of students passed.,Đa số học sinh đều đậu.,B1
mention,/ˈmen.ʃən/,verb,to briefly talk about something,đề cập,She mentioned she was feeling tired.,Cô ấy đề cập rằng cô ấy cảm thấy mệt.,B1
participate,/pɑːˈtɪs.ɪ.peɪt/,verb,to take part in an activity,tham gia,Everyone is encouraged to participate.,Mọi người được khuyến khích tham gia.,B1
suitable,/ˈsuː.tɪ.bəl/,adjective,right or appropriate for a purpose,thích hợp,Is this book suitable for beginners?,Cuốn sách này có thích hợp cho người mới học không?,B1
volunteer,/ˌvɒl.ənˈtɪər/,noun,a person who does work without being paid,tình nguyện viên,She works as a volunteer at the hospital.,Cô ấy làm tình nguyện viên tại bệnh viện.,B1
ball,/bɔːl/,noun,a round object used in sports,quả bóng,Kick the ball into the goal.,Đá bóng vào khung thành.,A1
bear,/beər/,noun,a large heavy animal with thick fur,con gấu,The bear lives in the forest.,Con gấu sống trong rừng.,A1
bed,/bed/,noun,a piece of furniture used for sleeping,cái giường,Go to bed early tonight.,Đi ngủ sớm tối nay.,A1
bell,/bel/,noun,a metal object that makes a ringing sound,cái chuông,The school bell rings at noon.,Chuông trường reo lúc trưa.,A1
bird,/bɜːd/,noun,an animal with wings and feathers,con chim,A bird sang in the tree.,Một con chim hót trên cây.,A1
boat,/bəʊt/,noun,a small vehicle that travels on water,chiếc thuyền,They crossed the river by boat.,Họ vượt sông bằng thuyền.,A1
body,/ˈbɒd.i/,noun,the complete physical structure of a person,thân thể,Exercise keeps your body healthy.,Thể dục giữ thân thể bạn khỏe mạnh.,A1
boy,/bɔɪ/,noun,a male child,cậu bé,The boy plays football every day.,Cậu bé chơi bóng đá mỗi ngày.,A1
bridge,/brɪdʒ/,noun,a structure built over a river,cây cầu,Walk across the bridge carefully.,Đi qua cầu cẩn thận.,A1
cake,/keɪk/,noun,a sweet baked food,chiếc bánh,She made a birthday cake.,Cô ấy làm bánh sinh nhật.,A1
car,/kɑːr/,noun,a vehicle with four wheels and an engine,xe ô tô,He drives a red car.,Anh ấy lái xe ô tô màu đỏ.,A1
cow,/kaʊ/,noun,a large farm animal that gives milk,con bò,The cow grazes in the field.,Con bò gặm cỏ trên đồng.,A1
cup,/kʌp/,noun,a small container for hot drinks,cái tách,She drinks tea from a cup.,Cô ấy uống trà bằng tách.,A1
earth,/ɜːθ/,noun,the planet we live on,trái đất,The Earth moves around the sun.,Trái đất quay quanh mặt trời.,A1
fire,/faɪər/,noun,the heat and light produced by burning,lửa,Be careful with fire.,Hãy cẩn thận với lửa.,A1
fork,/fɔːk/,noun,a tool with prongs used for eating,cái nĩa,Use a fork to eat your salad.,Dùng nĩa để ăn salad.,A1
fruit,/fruːt/,noun,the edible sweet product of a plant,hoa quả,Eat plenty of fruit every day.,Ăn nhiều hoa quả mỗi ngày.,A1
game,/ɡeɪm/,noun,an activity with rules that people play,trò chơi,The children played a board game.,Bọn trẻ chơi trò chơi cờ.,A1
gold,/ɡəʊld/,noun,a precious yellow metal,vàng,She wears a gold necklace.,Cô ấy đeo dây chuyền vàng.,A1
grass,/ɡrɑːs/,noun,a plant covering fields and lawns,cỏ,The grass is green after the rain.,Cỏ xanh mướt sau cơn mưa.,A1
head,/hed/,noun,the part of the body above the neck,cái đầu,She nodded her head to say yes.,Cô ấy gật đầu để đồng ý.,A1
heart,/hɑːt/,noun,the organ that pumps blood around the body,trái tim,Exercise is good for the heart.,Tập thể dục tốt cho tim.,A1
hill,/hɪl/,noun,a raised area of land smaller than a mountain,ngọn đồi,They climbed the hill together.,Họ leo lên ngọn đồi cùng nhau.,A1
horse,/hɔːs/,noun,a large animal used for riding,con ngựa,She rides a horse every weekend.,Cô ấy cưỡi ngựa mỗi cuối tuần.,A1
knife,/naɪf/,noun,a tool with a sharp blade for cutting,con dao,Cut the bread with a knife.,Cắt bánh mì bằng dao.,A1
lake,/leɪk/,noun,a large area of water surrounded by land,hồ nước,We swam in the lake.,Chúng tôi bơi trong hồ.,A1
lamp,/læmp/,noun,a device that produces light,đèn,Turn on the lamp when it gets dark.,Bật đèn khi trời tối.,A1
leaf,/liːf/,noun,a flat green part of a plant,chiếc lá,A yellow leaf fell from the tree.,Một chiếc lá vàng rơi từ cây.,A1
lion,/ˈlaɪ.ən/,noun,a large wild cat with a mane,con sư tử,The lion is the king of the jungle.,Sư tử là vua của rừng.,A1
moon,/muːn/,noun,the natural satellite of the Earth,mặt trăng,The moon shines brightly at night.,Mặt trăng sáng vào ban đêm.,A1
mouse,/maʊs/,noun,a small animal with a long tail,con chuột,The cat chased the mouse.,Con mèo đuổi theo con chuột.,A1
nose,/nəʊz/,noun,the part of the face used for smelling,cái mũi,She has a small nose.,Cô ấy có cái mũi nhỏ.,A1
pencil,/ˈpen.sɪl/,noun,a writing tool made of wood with graphite,bút chì,She draws with a pencil.,Cô ấy vẽ bằng bút chì.,A1
pig,/pɪɡ/,noun,a farm animal kept for its meat,con lợn,The pig rolls in the mud.,Con lợn lăn trong bùn.,A1
plate,/pleɪt/,noun,a flat dish used for serving food,cái đĩa,Put the food on the plate.,Cho thức ăn lên đĩa.,A1
queen,/kwiːn/,noun,a woman who rules a country,nữ hoàng,The queen lives in the palace.,Nữ hoàng sống trong cung điện.,A1
rabbit,/ˈræb.ɪt/,noun,a small furry animal with long ears,con thỏ,The rabbit eats carrots.,Con thỏ ăn cà rốt.,A1
ring,/rɪŋ/,noun,a circular band worn on a finger,chiếc nhẫn,She wears a gold ring.,Cô ấy đeo nhẫn vàng.,A1
river,/ˈrɪv.ər/,noun,a large natural flow of water,con sông,The Mekong River is very long.,Sông Mê Kông rất dài.,A1
rock,/rɒk/,noun,a hard solid piece of mineral material,hòn đá,He threw a rock into the river.,Anh ấy ném hòn đá xuống sông.,A1
rose,/rəʊz/,noun,a flower with a sweet smell and thorns,hoa hồng,He gave her a red rose.,Anh ấy tặng cô ấy một bông hoa hồng đỏ.,A1
salt,/sɔːlt/,noun,a white substance used to flavour food,muối,Add some salt to the soup.,Thêm chút muối vào súp.,A1
sea,/siː/,noun,a large area of salty water,biển,They swam in the sea.,Họ bơi dưới biển.,A1
shirt,/ʃɜːt/,noun,a piece of clothing worn on the upper body,áo sơ mi,He wears a white shirt.,Anh ấy mặc áo sơ mi trắng.,A1
shoe,/ʃuː/,noun,a covering worn on the foot,chiếc giày,Put on your shoes before going out.,Đi giày trước khi ra ngoài.,A1
sky,/skaɪ/,noun,the space above the earth,bầu trời,The sky is clear and blue.,Bầu trời trong xanh.,A1
soup,/suːp/,noun,a liquid food made by boiling ingredients,súp,She made chicken soup.,Cô ấy làm súp gà.,A1
star,/stɑːr/,noun,a bright point of light visible in the night sky,ngôi sao,There are many stars in the sky.,Có nhiều ngôi sao trên bầu trời.,A1
stone,/stəʊn/,noun,a hard piece of rock,viên đá,He picked up a small stone.,Anh ấy nhặt một viên đá nhỏ.,A1
sugar,/ˈʃʊɡ.ər/,noun,a sweet substance used in food and drinks,đường,She adds sugar to her coffee.,Cô ấy thêm đường vào cà phê.,A1
accident,/ˈæk.sɪ.dənt/,noun,an unexpected event causing damage or injury,tai nạn,There was a car accident on the highway.,Có một vụ tai nạn xe hơi trên đường cao tốc.,A2
alone,/əˈləʊn/,adjective,without other people,một mình,She lives alone in the city.,Cô ấy sống một mình ở thành phố.,A2
autumn,/ˈɔː.təm/,noun,the season after summer,mùa thu,Leaves fall in autumn.,Lá rụng vào mùa thu.,A2
bicycle,/ˈbaɪ.sɪ.kəl/,noun,a vehicle with two wheels pedalled by the rider,xe đạp,She cycles to school by bicycle.,Cô ấy đạp xe đến trường.,A2
bored,/bɔːd/,adjective,feeling uninterested because nothing is happening,chán,He was bored during the long wait.,Anh ấy cảm thấy chán trong lúc chờ đợi lâu.,A2
bowl,/bəʊl/,noun,a round deep container used for food,cái bát,She ate a bowl of soup.,Cô ấy ăn một bát súp.,A2
careful,/ˈkeər.fəl/,adjective,taking care to avoid danger or mistakes,cẩn thận,Be careful when crossing the road.,Cẩn thận khi qua đường.,A2
catch,/kætʃ/,verb,to take hold of something moving through the air,bắt,He caught the ball with one hand.,Anh ấy bắt bóng bằng một tay.,A2
cheerful,/ˈtʃɪər.fəl/,adjective,noticeably happy and positive,vui vẻ,She is always cheerful at work.,Cô ấy luôn vui vẻ ở nơi làm việc.,A2
cinema,/ˈsɪn.ɪ.mə/,noun,a building where films are shown to the public,rạp chiếu phim,We went to the cinema last night.,Chúng tôi đi xem phim tối qua.,A2
corner,/ˈkɔː.nər/,noun,the point where two lines or walls meet,góc,Turn left at the corner.,Rẽ trái ở góc đường.,A2
deep,/diːp/,adjective,going far down from the surface,sâu,The lake is very deep.,Hồ này rất sâu.,A2
double,/ˈdʌb.əl/,adjective,twice the usual size or amount,gấp đôi,She ordered a double portion.,Cô ấy gọi khẩu phần gấp đôi.,A2
drop,/drɒp/,verb,to let something fall to the ground,thả rơi,She dropped her keys on the floor.,Cô ấy đánh rơi chìa khóa xuống sàn.,A2
dry,/draɪ/,adjective,having no moisture or wetness,khô,The clothes are dry now.,Quần áo đã khô rồi.,A2
exam,/ɪɡˈzæm/,noun,a formal test of knowledge or skills,kỳ thi,She studied hard for the exam.,Cô ấy học chăm chỉ cho kỳ thi.,A2
fence,/fens/,noun,a barrier made of wood or wire,hàng rào,The dog jumped over the fence.,Con chó nhảy qua hàng rào.,A2
festival,/ˈfes.tɪ.vəl/,noun,a special event or public celebration,lễ hội,The Tet festival is the most important in Vietnam.,Tết là lễ hội quan trọng nhất ở Việt Nam.,A2
flat,/flæt/,adjective,having a smooth surface with no raised parts,bằng phẳng,The road is flat and easy to cycle on.,Con đường bằng phẳng và dễ đạp xe.,A2
fond,/fɒnd/,adjective,having a liking or love for something,thích,She is fond of cooking.,Cô ấy thích nấu ăn.,A2
full,/fʊl/,adjective,containing as much as possible,đầy,The bottle is full of water.,Chai đầy nước.,A2
furniture,/ˈfɜː.nɪ.tʃər/,noun,movable objects such as tables chairs and sofas,đồ nội thất,They bought new furniture for their bedroom.,Họ mua đồ nội thất mới cho phòng ngủ.,A2
gift,/ɡɪft/,noun,something given to someone as a present,món quà,She received a gift for her birthday.,Cô ấy nhận được quà vào sinh nhật.,A2
gloves,/ɡlʌvz/,noun,coverings worn over the hands for warmth,đôi găng tay,Wear gloves in cold weather.,Đeo găng tay khi trời lạnh.,A2
guest,/ɡest/,noun,a person who is invited to visit or stay,khách mời,We had guests for dinner.,Chúng tôi có khách dùng bữa tối.,A2
gym,/dʒɪm/,noun,a room or building with exercise equipment,phòng tập,He goes to the gym three times a week.,Anh ấy đến phòng tập ba lần mỗi tuần.,A2
healthy,/ˈhel.θi/,adjective,having good physical health,khỏe mạnh,Eat well and stay healthy.,Ăn uống tốt và giữ gìn sức khỏe.,A2
heavy,/ˈhev.i/,adjective,having great weight,nặng,This box is too heavy to carry alone.,Cái hộp này quá nặng để mang một mình.,A2
homework,/ˈhəʊm.wɜːk/,noun,work that students do at home,bài tập về nhà,She always finishes her homework on time.,Cô ấy luôn hoàn thành bài tập đúng giờ.,A2
hurt,/hɜːt/,verb,to cause pain or injury,làm đau,She hurt her ankle while jogging.,Cô ấy bị đau mắt cá chân khi chạy bộ.,A2
instead,/ɪnˈsted/,adverb,in place of something else,thay vào đó,Have water instead of juice.,Uống nước thay vì nước ép.,A2
introduce,/ˌɪn.trəˈdjuːs/,verb,to present someone to others for the first time,giới thiệu,Let me introduce you to my friend.,Hãy để tôi giới thiệu bạn với bạn tôi.,A2
jealous,/ˈdʒel.əs/,adjective,unhappy because you want what someone else has,ghen tị,He was jealous of his brother's success.,Anh ấy ghen tị với thành công của anh trai.,A2
knock,/nɒk/,verb,to hit a door to attract attention,gõ cửa,Please knock before entering.,Vui lòng gõ cửa trước khi vào.,A2
library,/ˈlaɪ.brər.i/,noun,a place where books are kept for reading,thư viện,She borrowed a book from the library.,Cô ấy mượn sách từ thư viện.,A2
list,/lɪst/,noun,a number of items written one after another,danh sách,She made a shopping list.,Cô ấy lập danh sách mua sắm.,A2
lucky,/ˈlʌk.i/,adjective,having or resulting from good fortune,may mắn,She is lucky to have such a good job.,Cô ấy may mắn khi có công việc tốt.,A2
match,/mætʃ/,noun,a competition between two teams,trận đấu,We watched the football match on TV.,Chúng tôi xem trận đấu bóng đá trên TV.,A2
mix,/mɪks/,verb,to combine different things together,trộn,Mix the flour and eggs together.,Trộn bột mì và trứng lại với nhau.,A2
mountain,/ˈmaʊn.tɪn/,noun,a large natural elevation of earth,ngọn núi,They hiked up the mountain at sunrise.,Họ đi bộ lên núi lúc mặt trời mọc.,A2
noon,/nuːn/,noun,twelve o'clock in the middle of the day,buổi trưa,We meet at noon for lunch.,Chúng tôi gặp nhau lúc trưa để ăn cơm.,A2
painting,/ˈpeɪn.tɪŋ/,noun,a picture created with paint,bức tranh sơn,The painting on the wall is beautiful.,Bức tranh trên tường rất đẹp.,A2
passport,/ˈpɑːs.pɔːt/,noun,an official document for international travel,hộ chiếu,Don't forget to bring your passport.,Đừng quên mang hộ chiếu.,A2
polite,/pəˈlaɪt/,adjective,having good manners toward others,lịch sự,She is always polite to customers.,Cô ấy luôn lịch sự với khách hàng.,A2
popular,/ˈpɒp.jʊ.lər/,adjective,liked or enjoyed by many people,phổ biến,This song is very popular right now.,Bài hát này rất phổ biến lúc này.,A2
practice,/ˈpræk.tɪs/,verb,to do something repeatedly to improve your skill,luyện tập,Practice speaking English every day.,Luyện tập nói tiếng Anh mỗi ngày.,A2
protect,/prəˈtekt/,verb,to keep someone or something safe from harm,bảo vệ,Wear a helmet to protect your head.,Đội mũ bảo hiểm để bảo vệ đầu.,A2
proud,/praʊd/,adjective,feeling pleased about your achievements,tự hào,She was proud of her exam results.,Cô ấy tự hào về kết quả kỳ thi.,A2
public,/ˈpʌb.lɪk/,adjective,available for everyone to use or see,công cộng,The library is a public place.,Thư viện là nơi công cộng.,A2
pull,/pʊl/,verb,to move something toward yourself,kéo,Pull the door to open it.,Kéo cửa để mở.,A2
push,/pʊʃ/,verb,to press something away from you,đẩy,Push the button to start the machine.,Nhấn nút để khởi động máy.,A2
race,/reɪs/,noun,a competition to see who is fastest,cuộc đua,She won the swimming race.,Cô ấy thắng cuộc đua bơi.,A2
real,/rɪəl/,adjective,actually existing and not imaginary,thực sự,Is that a real diamond?,Đó có phải là kim cương thật không?,A2
relax,/rɪˈlæks/,verb,to become less tense or stressed,thư giãn,Sit down and relax after a long day.,Ngồi xuống và thư giãn sau một ngày dài.,A2
repair,/rɪˈpeər/,verb,to fix something that is broken,sửa chữa,He repaired the bicycle tire.,Anh ấy vá lốp xe đạp.,A2
ride,/raɪd/,verb,to sit on and control a bicycle or horse,cưỡi,She rides her bicycle to the market.,Cô ấy đạp xe đến chợ.,A2
roof,/ruːf/,noun,the outer top covering of a building,mái nhà,The roof needs to be repaired.,Mái nhà cần được sửa chữa.,A2
round,/raʊnd/,adjective,shaped like a circle or ball,tròn,The table has a round shape.,Cái bàn có hình tròn.,A2
score,/skɔːr/,noun,the number of points in a game or test,điểm số,What is the final score?,Điểm số cuối cùng là bao nhiêu?,A2
season,/ˈsiː.zən/,noun,one of the four periods of the year,mùa,My favourite season is spring.,Mùa yêu thích của tôi là mùa xuân.,A2
secret,/ˈsiː.krɪt/,noun,information kept hidden from others,bí mật,Can you keep a secret?,Bạn có thể giữ bí mật không?,A2
service,/ˈsɜː.vɪs/,noun,help provided to customers,dịch vụ,The hotel service is excellent.,Dịch vụ khách sạn rất xuất sắc.,A2
